Course Name,Partner,Difficulty Level
"Generative AI:  Turbocharge Mobile App Development","SkillUp","INTERMEDIATE"
"Risk Analysis","LearnKartS","INTERMEDIATE"
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys","Berklee","INTERMEDIATE"
"SQL for Data Science with R","IBM","BEGINNER"
"Identifying, Attracting, and Growing Your Digital Audience","University of California, Irvine","BEGINNER"
"UX Design: From Concept to Prototype","University of Michigan","BEGINNER"
"Leading People and Teams Capstone","University of Michigan","INTERMEDIATE"
"Noun Clauses and Conditionals","University of California, Irvine","INTERMEDIATE"
"Genomic Data Science and Clustering (Bioinformatics V)","University of California San Diego","INTERMEDIATE"
"Performance Optimization and Scalability","Microsoft","BEGINNER"
"Corporate Finance Essentials II","IESE Business School","INTERMEDIATE"
"Evaluating Public Health Programs at Scale","Johns Hopkins University","BEGINNER"
"Demand management: Breaking down today’s commercial silos","ESSEC Business School","MIXED"
"Insurance Product Knowledge","Liberty Mutual Insurance","BEGINNER"
"Architecting with Google Kubernetes Engine: Workloads","Google Cloud","INTERMEDIATE"
"What is Palliative Care?","University of Colorado System","BEGINNER"
"Put It All Together: Prepare for a Cloud Security Analyst Job","Google Cloud","BEGINNER"
"Response Surfaces, Mixtures, and Model Building","Arizona State University","INTERMEDIATE"
"User Experience & Interaction Design for AR/VR/MR/XR","University of Michigan","INTERMEDIATE"
"AI for Lawyers: Time and Tasks","University of Michigan","BEGINNER"
"AI for Lawyers: Learning and Leading","University of Michigan","BEGINNER"
"The Psychology of Decision Making","American Psychological Association","BEGINNER"
"Using R for Geostatistical Geospatial Modeling ","Case Western Reserve University","INTERMEDIATE"
"The Unix Workbench","Johns Hopkins University","BEGINNER"
"Excel Time Series Models for Business Forecasting","Macquarie University","INTERMEDIATE"
"QA Process Optimization: Agile & Automated Testing","Coursera Instructor Network","INTERMEDIATE"
"Microservices and Deployment by using ASP.NET","Board Infinity","ADVANCED"
"Enterprise Systems","University of Minnesota","BEGINNER"
"Sales Training: Sales Team Management","HubSpot Academy","BEGINNER"
"服務模式的體驗、設計與創新：從痛點到賣點 (Experience, Design, and Innovation of Service Models: from Pain Points to Selling Points)","National Taiwan University","BEGINNER"
"Logistics Excellence","Rutgers the State University of New Jersey","ADVANCED"
"How to Build an Entrepreneurial AI Strategy ","Starweaver","INTERMEDIATE"
"Application Security for Developers and DevOps Professionals","IBM","INTERMEDIATE"
"Strategic Leadership and Management Capstone","University of Illinois Urbana-Champaign","BEGINNER"
"Security and Authentication","Microsoft","BEGINNER"
"Introduction to Predictive Modeling","University of Minnesota","MIXED"
"Effective Communication Capstone Project","University of Colorado Boulder","BEGINNER"
"Service-Oriented Architecture","University of Alberta","INTERMEDIATE"
"Data Analytics in Sports Law and Team Management","The State University of New York","BEGINNER"
"Writing a Personal Essay","Wesleyan University","MIXED"
"Construction Aspects of Formwork","L&T EduTech","ADVANCED"
"Adjectives and Adjective Clauses","University of California, Irvine","MIXED"
"VLSI Chip Design and Simulation with Electric VLSI EDA Tool","L&T EduTech","INTERMEDIATE"
"3D Modeling for 3D Printing and Laser Cutting on Fusion 360","Packt","INTERMEDIATE"
"Firm Level Economics: Markets and Allocations","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Cybersecurity Policy for Aviation and Internet Infrastructures","University of Colorado System","BEGINNER"
"Cybersecurity Policy for Water and Electricity Infrastructures","University of Colorado System","BEGINNER"
"Homeland Security and Cybersecurity Future","University of Colorado System","BEGINNER"
"Getting Started on Mainframe with z/OS Commands and Panels","IBM","INTERMEDIATE"
"Organisational behaviour: Know your people","Macquarie University","BEGINNER"
"Introduction to AutoSAR","EDUCBA","BEGINNER"
"Computational Social Science Methods","University of California, Davis","BEGINNER"
"Kali Linux","Board Infinity","INTERMEDIATE"
"Sales Training: Inbound Business Strategy","HubSpot Academy","BEGINNER"
"Robotics Foundations I - Robot Modelling","Università di Napoli Federico II","INTERMEDIATE"
"Modelling, Analysis and Design of Steel Buildings","L&T EduTech","INTERMEDIATE"
"Introduction to Object-Oriented Programming with Java","LearnQuest","BEGINNER"
"Business English: Meetings","University of Washington","INTERMEDIATE"
"Decoding Nutrition Labels","National Academy of Sports Medicine","BEGINNER"
"Electrical Power Generation - An Industrial Outlook","L&T EduTech","BEGINNER"
"Herramientas de gestión de proyectos de desarrollo","Banco Interamericano de Desarrollo","BEGINNER"
"Science and Engineering of Climate Change","EDHEC Business School","BEGINNER"
"Inspiring Leadership through Emotional Intelligence","Case Western Reserve University","BEGINNER"
"Analizando las Políticas Económicas","IE Business School","BEGINNER"
"手把手教你心理咨询：谈话的艺术","Nanjing University","BEGINNER"
"Campaign Performance Reporting, Visualization, & Improvement","Unilever","BEGINNER"
"IT Infrastructure and Emerging Trends","University of Minnesota","BEGINNER"
"Information Systems Auditing and Governance","Packt","INTERMEDIATE"
"Sustainable Finance: Products, Instruments and Future Trends","Saïd Business School, University of Oxford","BEGINNER"
"Critical Thinking & Logic: Real-World Skills","Deep Teaching Solutions","BEGINNER"
"Vulnerabilidades y pruebas de penetración","Universidad de los Andes","BEGINNER"
"Fundamentals of Management Consulting","Board Infinity","BEGINNER"
"Engagement & Nurture Marketing Strategies","Northwestern University","MIXED"
"Endpoints and Systems","Cisco Learning and Certifications","MIXED"
"Content, Advertising & Social IMC","Northwestern University","MIXED"
"Modelos de diseño instruccional para ambientes digitales ","Tecnológico de Monterrey","BEGINNER"
"Deep Learning for Business","Yonsei University","BEGINNER"
"Business Impact","Duke University","BEGINNER"
"Discrete Mathematics","Shanghai Jiao Tong University","INTERMEDIATE"
"Foundations of Music Promotion & Branding","GRAMMY GO","BEGINNER"
"Image Segmentation, Filtering, and Region Analysis","MathWorks","BEGINNER"
"Banking and Financial Institutions","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Modeling and Debugging Embedded Systems","University of Colorado Boulder","INTERMEDIATE"
"Project Planning and Machine Learning","University of Colorado Boulder","INTERMEDIATE"
"The Growth Mindset","University of California, Davis","BEGINNER"
"Principles of fMRI 2","Johns Hopkins University","MIXED"
"Backend Development and API Creation","Packt","INTERMEDIATE"
"How Vaccines Work","Imperial College London","INTERMEDIATE"
"The Korean Economic Development","Yonsei University","MIXED"
"Project: Writing a Research Paper","University of California, Irvine","MIXED"
"Fundamentals of Network Communication","University of Colorado System","INTERMEDIATE"
"Intellectual Property in the Healthcare Industry","University of Pennsylvania","BEGINNER"
"So You Think You Know Tango?","Emory University","BEGINNER"
"Get Started with Cloud Native, DevOps, Agile, and NoSQL","IBM","INTERMEDIATE"
"Deep Learning","Illinois Tech","BEGINNER"
"GIS, Mapping, and Spatial Analysis Capstone","University of Toronto","BEGINNER"
"Lean Product Portfolio Management","University of Maryland, College Park","INTERMEDIATE"
"Iniciación y Planificación de Proyectos","Tecnológico de Monterrey","MIXED"
"Accounting for Business Decision Making: Strategy Assessment and Control","University of Illinois Urbana-Champaign","BEGINNER"
"Microsoft Azure SQL","Microsoft","BEGINNER"
"Adapt your leadership style","Macquarie University","BEGINNER"
"Explainable Machine Learning (XAI)","Duke University","INTERMEDIATE"
"Analysis for Business Systems","University of Minnesota","BEGINNER"
"Surveillance Systems: The Building Blocks","Johns Hopkins University","BEGINNER"
"Cyber Attack Countermeasures","New York University","INTERMEDIATE"
"Master Data Storytelling for B2B & B2C Sales ","Starweaver","BEGINNER"
"What is Qualitative Research?","American Psychological Association","BEGINNER"
"Lean Software Development","University of Minnesota","BEGINNER"
"Fundamentals of Management and Organizations","Fundação Instituto de Administração","MIXED"
"Emergency Care: Pregnancy, Infants, and Children","University of Colorado System","BEGINNER"
"Parte 1: Design Thinking para la resolución de problemas","IESE Business School","BEGINNER"
"Multichannel Content Marketing","Adobe","BEGINNER"
"Water Supply and Sanitation Policy in Developing Countries Part 1: Understanding Complex Problems","University of Manchester","BEGINNER"
"Development Economics","Università di Napoli Federico II","BEGINNER"
"Automation in the AWS Cloud","Amazon Web Services","BEGINNER"
"Blockchain Scalability and its Foundations in Distributed Systems","The University of Sydney","BEGINNER"
"CISSP Domain 3: Security Architecture and Engineering","Infosec","ADVANCED"
"Governance and Management of IT","Packt","INTERMEDIATE"
"Managing Network Security","Kennesaw State University","BEGINNER"
"Careers in Sustainability","Arizona State University","BEGINNER"
"Quick Start Guide to Large Language Models (LLMs): Unit 1","Pearson","INTERMEDIATE"
"Introduction to Basic Vibrations","Korea Advanced Institute of Science and Technology(KAIST)","INTERMEDIATE"
"Surveillance Systems: Analysis, Dissemination, and Special Systems","Johns Hopkins University","BEGINNER"
"Roadmap to Success in Digital Manufacturing & Design ","University at Buffalo","BEGINNER"
"Diseño de instrucción por enfoque de Grandes Ideas","Universidad de los Andes","INTERMEDIATE"
"Statistics and Applied Data Analysis","University of Colorado Boulder","BEGINNER"
"Business Economics","O.P. Jindal Global University","BEGINNER"
"Ferrous Technology I","Pohang University of Science and Technology(POSTECH)","BEGINNER"
"Serverless Architectures on AWS","Amazon Web Services","BEGINNER"
"Guitar Performance Techniques","Berklee","INTERMEDIATE"
"Women in Leadership: Inspiring Positive Change","Case Western Reserve University","MIXED"
"Preparing for AI-900: Microsoft Azure AI Fundamentals exam","Microsoft","BEGINNER"
"Adaptability and Resiliency","University of California, Davis","BEGINNER"
"Control de versiones","Meta","BEGINNER"
"WhatsApp Business Platform for Developers","Meta","INTERMEDIATE"
"Guided Imagery","University of Minnesota","BEGINNER"
"Business Intelligence with Databricks","Edureka","BEGINNER"
"What is the Metaverse?","Meta","BEGINNER"
"Diversity and Inclusion for HR Professionals","University of California, Irvine","BEGINNER"
"Sound and Sonification Design for Interactive Learning Tools","Georgia Institute of Technology","INTERMEDIATE"
"Developing Android Apps with App Inventor","The Hong Kong University of Science and Technology","BEGINNER"
"Introducción a las redes sociales. Sus objetivos y métricas. ","Tecnológico de Monterrey","BEGINNER"
"Learn AI Agents","Scrimba","INTERMEDIATE"
"NumPy, Matplotlib & Pandas – Data Science Prerequisites","Packt","BEGINNER"
"Métodos de casos para decisiones estratégicas","Universidades Anáhuac","BEGINNER"
"Microsoft Copilot for Power BI: AI-Powered Report Insights","Coursera Instructor Network","INTERMEDIATE"
"Introduction to Business Management : Winning Externally","IIT Bombay","BEGINNER"
"Pointers, Arrays, and Recursion","Duke University","BEGINNER"
"Introducción al mundo de las negociaciones","Universidad Nacional Autónoma de México","MIXED"
"Interaction Design and UX/UI Principles","Xbox","BEGINNER"
"Network Security","Cisco Learning and Certifications","MIXED"
"Cybersecurity Job Search, Resume, and Interview Prep","IBM","BEGINNER"
"Data Manipulation in RPA","UiPath","BEGINNER"
"Intermediate Web and Front-End Development","IBM","INTERMEDIATE"
"Economics for Capital Markets","Corporate Finance Institute","BEGINNER"
"Generative AI: Revolutionizing the Product Owner Role","SkillUp","INTERMEDIATE"
"The PL-900 Practice Exam","Microsoft","BEGINNER"
"ABAP RESTful Programming Model (RAP) and Extensions","Board Infinity","ADVANCED"
"Generative AI and Prompt Engineering Essentials","Edureka","BEGINNER"
"Developing Applications in Python on AWS","Amazon Web Services","BEGINNER"
"Creating Dashboards and Storytelling with Tableau","University of California, Davis","BEGINNER"
"Leadership Through Social Influence","Northwestern University","MIXED"
"Clinical Data Models and Data Quality Assessments","University of Colorado System","INTERMEDIATE"
"Organizaciones y recursos humanos en el siglo XXI","Universitat Autònoma de Barcelona","BEGINNER"
"Patient-Centered Care Essentials","MedCerts","BEGINNER"
"Renewable Energy Futures","University of Colorado Boulder","BEGINNER"
"Fire Protection System","L&T EduTech","INTERMEDIATE"
"Career Planning:  A Pathway to Employment","Kennesaw State University","BEGINNER"
"Introduction to Generative AI Marketing","Coursera Instructor Network","BEGINNER"
"Predictive Modeling and Analytics ","University of Colorado Boulder","INTERMEDIATE"
"Corporate Finance I: Measuring and Promoting Value Creation","University of Illinois Urbana-Champaign","BEGINNER"
"VR with Unity: Build your first Meta Quest VR Project","Coursera Project Network","INTERMEDIATE"
"Leadership and organizational behavior","Tecnológico de Monterrey","INTERMEDIATE"
"Clinical Natural Language Processing","University of Colorado System","INTERMEDIATE"
"Identifying Patient Populations","University of Colorado System","INTERMEDIATE"
"Advanced Clinical Data Science","University of Colorado System","INTERMEDIATE"
"Predictive Modeling and Transforming Clinical Practice","University of Colorado System","INTERMEDIATE"
"Excel Regression Models for Business Forecasting","Macquarie University","INTERMEDIATE"
"Judgmental Business Forecasting in Excel","Macquarie University","INTERMEDIATE"
"Securing, Monitoring, and Scaling Kubernetes Clusters ","LearnQuest","ADVANCED"
"Canva Design Essentials Pt. 2: Branding & Identity","Skillshare","MIXED"
"The Basics of Rocket Science","University of Michigan","BEGINNER"
"Power Pivot Fundamentals","Corporate Finance Institute","BEGINNER"
"Structured Query Language (SQL) using SAS ","SAS","MIXED"
"Advertising and E-commerce on TikTok","Aptly","BEGINNER"
"Foundations of Agile and Exam Preparation","Packt","INTERMEDIATE"
"Mastering the Art of Cross-Functional Collaboration ","University of Colorado System","BEGINNER"
"Facilitating and Leading Cross-Functional Collaboration","University of Colorado System","BEGINNER"
"Advanced Docker","LearnKartS","INTERMEDIATE"
"Modern C++ Features & Concurrency","Packt","ADVANCED"
"Foundations of Generative AI Models","Simplilearn","BEGINNER"
"Connect with Diverse Audiences during a Public Health Crisis","The State University of New York","BEGINNER"
"ASP.NET Core MVC Fundamentals & CRUD Operations","Packt","INTERMEDIATE"
"AI Infrastructure: Cloud GPUs","Google Cloud","INTERMEDIATE"
"Attention Mechanisms and Transformer Models Course","Simplilearn","BEGINNER"
"AI Infrastructure: Cloud TPUs","Google Cloud","INTERMEDIATE"
"Alternative Investments and Taxes: Cracking the Code ","University of Illinois Urbana-Champaign","MIXED"
"Anti-Racism II","University of Colorado Boulder","INTERMEDIATE"
"Essential Soft Skills & Special Patient Populations","Cinematic Health","BEGINNER"
"Authentication, E-Commerce Features & Order Management","Packt","INTERMEDIATE"
"Advanced ASP.NET Core MVC, Deployment & User Management","Packt","ADVANCED"
"Mastering Business Essentials: Introduction","Emory University","BEGINNER"
"Data Visualization with R","IBM","BEGINNER"
"Introduction to Corporate Sustainability","University of Colorado Boulder","BEGINNER"
"Developing Applications with Google Cloud: Foundations","Google Cloud","BEGINNER"
"Risk Identification","LearnKartS","INTERMEDIATE"
"Risk Response","LearnKartS","INTERMEDIATE"
"Data Visualization Fundamentals in Python","University of Pittsburgh","INTERMEDIATE"
"Market Microstructure","Università di Napoli Federico II","INTERMEDIATE"
"Supporting Clients","Goodwill Industries International","BEGINNER"
"Generative AI in Marketing","Emory University","BEGINNER"
"Cloud Computing Concepts, Part 1","University of Illinois Urbana-Champaign","BEGINNER"
"Scripting with Python and SQL for Data Engineering","Duke University","INTERMEDIATE"
"Digital Marketing Strategy: Navigating Emerging Media and AI","University of Illinois Urbana-Champaign","BEGINNER"
"Spring Boot Foundations","Packt","INTERMEDIATE"
"Software Architecture Patterns for Big Data","University of Colorado Boulder","ADVANCED"
"Biology Everywhere Foundations","University of Colorado Boulder","BEGINNER"
"Exploratory Data Analysis with MATLAB","MathWorks","BEGINNER"
"Phase Diagrams","Arizona State University","INTERMEDIATE"
"Symmetric Cryptography","University of Colorado System","INTERMEDIATE"
"Working in the Cloud","ISC2","INTERMEDIATE"
"Moving to the Cloud","ISC2","INTERMEDIATE"
"Global Disease Masterclass: Global Disease Distribution","Imperial College London","BEGINNER"
"Performance Testing with JMeter for absolute beginners","Coursera Project Network","BEGINNER"
"Prediction Models with Sports Data","University of Michigan","INTERMEDIATE"
"Introduction to Machine Learning in Sports Analytics","University of Michigan","INTERMEDIATE"
"The Outcomes and Interventions of Health Informatics","Johns Hopkins University","BEGINNER"
"Free Will and Neuroscience","Dartmouth College","MIXED"
"Advanced Security Strategies and Incident Response","Packt","ADVANCED"
"Sustainable Business Practices","University of Colorado Boulder","BEGINNER"
"Identity Protection and Governance ","Microsoft","INTERMEDIATE"
"Communication in Remote Work","University of California, Irvine","BEGINNER"
"Productivity in Remote Work","University of California, Irvine","BEGINNER"
"Leadership in Remote Work","University of California, Irvine","BEGINNER"
"Digital Forensics Concepts","Infosec","INTERMEDIATE"
"Terraform Basics - Managing Infrastructure as Code","Packt","BEGINNER"
"Privacy and Security for Healthcare Organizations​","ISC2","BEGINNER"
"Establish Clients for Life with Sellers","Keller Williams","BEGINNER"
"Advanced Object-Oriented & Generic Programming in C++","Packt","INTERMEDIATE"
"Learn React","Scrimba","INTERMEDIATE"
"Natural Disaster Risk in Infrastructure Projects","Banco Interamericano de Desarrollo","BEGINNER"
"Cloud Native, Microservices, Containers, DevOps and Agile","IBM","BEGINNER"
"Connected Leadership: Building Collaborative Teams","Coursera Instructor Network","BEGINNER"
"Digital Twins","University of Michigan","BEGINNER"
"Pediatric, Geriatric, Phlebotomy, and Cardiology Assisting","MedCerts","BEGINNER"
"Put It All Together: Prepare for a Cloud Data Analyst Job","Google Cloud","BEGINNER"
"Asymmetric Cryptography and Key Management","University of Colorado System","INTERMEDIATE"
"Planned Giving","University of California, Davis","BEGINNER"
"DevOps and AI on AWS: CI/CD for Generative AI Applications","Amazon Web Services","BEGINNER"
"Build a free website with WordPress","Coursera Project Network","INTERMEDIATE"
"Motivando Equipos de Trabajo","Universidad de Palermo","BEGINNER"
"Mathematical Foundations for Cryptography","University of Colorado System","BEGINNER"
"FortiGate Administrator","Fortinet, Inc.","INTERMEDIATE"
" Advanced Strategies for Sustainable Business","University of Colorado Boulder","BEGINNER"
"Packaging Design for the Circular Economy","University of Colorado Boulder","INTERMEDIATE"
"The Science – and Neuroscience – of Change","Kotter","BEGINNER"
"Copilot Best Practices, Ethics and Regulatory Implications","Microsoft","BEGINNER"
"Accounting for Business Decision Making: Measurement and Operational Decisions","University of Illinois Urbana-Champaign","BEGINNER"
"Understanding Financial Statements: Company Performance","University of Illinois Urbana-Champaign","BEGINNER"
"市场营销概论 (中文版）","University of Pennsylvania","BEGINNER"
"Business Opportunities and Risks in a Globalized Economy","IE Business School","INTERMEDIATE"
"Introducción a la Neurociencia","Universidad de Palermo","BEGINNER"
"Pre-formulation","Novartis","INTERMEDIATE"
"Bioinformatics Capstone: Big Data in Biology","University of California San Diego","INTERMEDIATE"
"Introduction to Business Analytics: Communicating with Data ","University of Illinois Urbana-Champaign","BEGINNER"
"Conversational English Skills","Tsinghua University","BEGINNER"
"Engineering Genetic Circuits: Design","University of Colorado Boulder","BEGINNER"
"Data Validation in Excel for Beginners","Simplilearn","BEGINNER"
"Introduction to Microsoft 365 Copilot","Microsoft","BEGINNER"
"Innovations in Investment Technology: Artificial Intelligence","University of Michigan","BEGINNER"
"Principles of Management","O.P. Jindal Global University","BEGINNER"
"Automation Business Analysis - Concepts and Principles","UiPath","BEGINNER"
"Effective Hiring: Interview Training for Managers","Coursera Instructor Network","BEGINNER"
"Habilidades de Excel para el negocio: Intermedio I","Macquarie University","INTERMEDIATE"
"AI Foundations: Prompt Engineering with ChatGPT","Arizona State University","BEGINNER"
"The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior ","University of Rochester","BEGINNER"
"Spatial Data Science and Applications","Yonsei University","INTERMEDIATE"
"Disease Screening in Public Health","University of Geneva","BEGINNER"
"Introduction to Programming and Animation with Alice","Duke University","BEGINNER"
"Introduction to Image Generation","Google Cloud","BEGINNER"
"Cyber Security: Mobile Security","Macquarie University","BEGINNER"
"التحضير لإدارة الموارد البشرية","University of Minnesota","MIXED"
"New paradigms in wastewater management","Politecnico di Milano","BEGINNER"
"إدارة الاجتماعات الفعالة | Managing Effective Meetings","Alfaisal University | KLD","BEGINNER"
"Linux Fundamentals","Packt","INTERMEDIATE"
"Project Management for Information Technology and Management","Illinois Tech","BEGINNER"
"Leadership Essentials","O.P. Jindal Global University","BEGINNER"
"Introduction to Docker","LearnQuest","BEGINNER"
"Aspectos básicos de la planificación y la gestión de proyectos","University of Virginia","BEGINNER"
"How to Series on Personal Development Topics","Coursera Instructor Network","BEGINNER"
"Introduction to Indoor Air Quality","The Hong Kong University of Science and Technology","BEGINNER"
"Ultimate Graphic Design Course: Create 40 Practical Projects","Packt","BEGINNER"
"Sustainable Development - Ideas and Imaginaries","University of Copenhagen","MIXED"
"The Holocaust - An Introduction (II): The Final Solution","Tel Aviv University","MIXED"
"Voice of Change: Communicate with Teams for GenAI Adoption","Microsoft","INTERMEDIATE"
"الثقافة المالية | Financial Literacy","Alfaisal University | KLD","BEGINNER"
"Public Health Principles:  Systems and Strategies  ","Coursera Instructor Network","INTERMEDIATE"
"Cultures et pédagogies","University of Geneva","BEGINNER"
"Building with Retool AI","Edureka","BEGINNER"
"Mécanique : Solide Indéformable","École Polytechnique Fédérale de Lausanne","MIXED"
"Droit International de l'Eau Douce","University of Geneva","INTERMEDIATE"
"Advanced Game AI with Behavior Trees in Unity 6","Packt","ADVANCED"
"Villes africaines: Environnement et enjeux de développement durable","École Polytechnique Fédérale de Lausanne","MIXED"
"Making Democracy Fit for Climate","University of Copenhagen","MIXED"
"Intercompany Transactions for Consolidated Reporting","EDUCBA","MIXED"
"Agents d'IA générative : transformer l'entreprise","Google Cloud","BEGINNER"
"Analyzing and Visualizing Data the Google Way","Google Cloud","BEGINNER"
"SQL for Security Specialist","Codio","INTERMEDIATE"
"Global Health Program Equity and Quality: Plan and Manage","Johns Hopkins University","INTERMEDIATE"
"L'entrepreneuriat social: faire son business plan","ESSEC Business School","MIXED"
"Bayesian Statistics: Mixture Models","University of California, Santa Cruz","INTERMEDIATE"
"The Marketing Plan","IE Business School","MIXED"
"Physics of silicon solar cells","École Polytechnique","MIXED"
"Machine Learning: Random Forest with Python from Scratch©","Packt","BEGINNER"
"Recommender Systems: An Applied Approach using Deep Learning","Packt","INTERMEDIATE"
"Think Critically: Deductive Reasoning and Mental Models","Deep Teaching Solutions","BEGINNER"
"CISSP Domain 2: Asset Security","Infosec","ADVANCED"
"CISSP Domain 4: Communication and Network Security","Infosec","ADVANCED"
"Introduction to Ethereum Blockchain","EDUCBA","BEGINNER"
"Cyber Security: Essentials for Managers and Leaders","Macquarie University","BEGINNER"
"Building Microservices API in Go","Packt","INTERMEDIATE"
"Planificación y estrategia de marketing digital","Tecnológico de Monterrey","INTERMEDIATE"
"Using Kafka on Confluent","Edureka","BEGINNER"
"The Power of Markets II: Market Structure and Firm Behavior","University of Rochester","INTERMEDIATE"
"Office of the CISO Institute: Cybersecurity Essentials","Google","BEGINNER"
"Shaping Urban Futures","Indian Institute for Human Settlements","INTERMEDIATE"
"First Steps in Python with Jupyter Notebooks","Coursera","BEGINNER"
"Android Architecture/Multimedia Framework","Board Infinity","INTERMEDIATE"
"Oracle Performance: Exadata, Enterprise Manager Mastery","Coursera Instructor Network","ADVANCED"
"Non-Alcoholic Fatty Liver Disease – The Essentials","University of Copenhagen","INTERMEDIATE"
"Immunology: Immune System and Infectious Diseases","Imperial College London","INTERMEDIATE"
"Entrepreneurship I: Laying the Foundation","University of Illinois Urbana-Champaign","BEGINNER"
"Git for beginners with Hands-on Labs","KodeKloud","BEGINNER"
"ChatGPT Meal Planning: Effortlessly Plan and Cook with AI","Vanderbilt University","BEGINNER"
"Multistate Taxation","University of Illinois Urbana-Champaign","INTERMEDIATE"
"ASME B31 Series and Pipeline Construction","L&T EduTech","INTERMEDIATE"
"GenAI in Data Analytics","Meta","BEGINNER"
"Selenium WebDriver with Python","Whizlabs","BEGINNER"
"Next.js 14 from Scratch","Packt","INTERMEDIATE"
"The Solar System","American Museum of Natural History","BEGINNER"
"Credit Analyst Academy","Starweaver","INTERMEDIATE"
"Advanced Financial Analysis and Credit Risk Modeling","Starweaver","INTERMEDIATE"
"Regulatory Compliance & Risk Management in Banking in India","Coursera Instructor Network","INTERMEDIATE"
"Spring Boot Microservices with Spring Cloud!","Packt","INTERMEDIATE"
"Electrifying the Journey: On-Board Charging Systems for EVs ","Starweaver","BEGINNER"
"Chaos Engineering","KodeKloud","BEGINNER"
"Mastering AWS SAM and Lambda - A Complete Hands-on Journey","Packt","INTERMEDIATE"
"Sales Force Management","West Virginia University","MIXED"
"Mastering Digital Twins","EIT Digital","BEGINNER"
"How to Start a Biotech Venture","Technical University of Munich (TUM)","INTERMEDIATE"
"The Holocaust through the Perspective of Primary Sources","Yad Vashem","INTERMEDIATE"
"Survival Analysis in R for Public Health","Imperial College London","INTERMEDIATE"
"Job Success: Get Hired or Promoted in 3 Steps","The State University of New York","BEGINNER"
"Data Engineering: Pipelines, ETL, Hadoop","Coursera Instructor Network","INTERMEDIATE"
"Analyzing Growth Drivers & Business Risks","Corporate Finance Institute","BEGINNER"
"Kubernetes for Beginners","Packt","INTERMEDIATE"
"Fundamentals of Speechwriting","Coursera Instructor Network","BEGINNER"
"Managing High Performing Teams","S.P. Jain Institute of Management and Research","BEGINNER"
"Data Analysis with Tableau","Tableau Learning Partner","BEGINNER"
"Security, Maintenance & Integration with BI Tools","Microsoft","BEGINNER"
"Certified Associate in Project Management (CAPM)® Exam: Unit 1","Pearson","BEGINNER"
"Bioinformatics: Introduction and Methods 生物信息学: 导论与方法","Peking University","MIXED"
"GenAI for Fraud Analysts: Improving Detection Efficiency","Coursera Instructor Network","INTERMEDIATE"
"Data and Urban Governance","Sciences Po","BEGINNER"
"Preprocessing Unstructured Data for LLMs and RAG Systems","Packt","INTERMEDIATE"
"User Experience Design and Testing Part 1","Northeastern University","MIXED"
"Operating Systems","Birla Institute of Technology & Science, Pilani","INTERMEDIATE"
"Industrial Cybersecurity","Edureka","BEGINNER"
"Learn REST API Automation Using REST Assured","Packt","INTERMEDIATE"
"Introduction to OpenAI","KodeKloud","BEGINNER"
"Introduction to Who Wrote Shakespeare","University of London","BEGINNER"
"Subsistence Marketplaces","University of Illinois Urbana-Champaign","BEGINNER"
"English in the Workplace: Soft skills","Pontificia Universidad Católica de Chile","INTERMEDIATE"
"Brand Awareness Using Digital Brand Activation","Coursera Instructor Network","INTERMEDIATE"
"Market Research Essentials for Marketing Management","IE Business School","BEGINNER"
"Civil Registration & Vital Statistics in Population Health","Johns Hopkins University","BEGINNER"
"CISSP Domain 5: Identity and Access Management (IAM)","Infosec","ADVANCED"
"Agile Organisation: Strategies for Business Resilience","London Business School","INTERMEDIATE"
"Business Implications of AI: A Nano-course","EIT Digital","BEGINNER"
"Career Decisions: From Insight to Impact","Wesleyan University","BEGINNER"
"Azure DevOps and Continuous Delivery with Git","Packt","INTERMEDIATE"
"Introduction to Advanced Vibrations","Korea Advanced Institute of Science and Technology(KAIST)","INTERMEDIATE"
"Program Management Fundamentals: Driving Strategic Change","University of Maryland, College Park","BEGINNER"
"Cryptocurrency and Applications ","Pohang University of Science and Technology(POSTECH)","INTERMEDIATE"
"GenAI for Underwriters: Enhancing Application Reviews","Coursera Instructor Network","BEGINNER"
"Science and Technology in the Silla Cultural Heritage","Pohang University of Science and Technology(POSTECH)","BEGINNER"
"AWS Cloud Practitioner (CLF-C02)","KodeKloud","BEGINNER"
"Data Structures and Algorithms","Birla Institute of Technology & Science, Pilani","MIXED"
"GenAI for Risk Management Essentials","Coursera Instructor Network","INTERMEDIATE"
"Digital Literacy: Introduction to Using Computers","Coursera Instructor Network","INTERMEDIATE"
"Football: More than a Game","The University of Edinburgh","BEGINNER"
"Alteryx Advanced","Packt","INTERMEDIATE"
"Reimagining Education for Equity","Indian Institute for Human Settlements","INTERMEDIATE"
"Creating an Impact Investment Ask","Duke University","BEGINNER"
"Advanced Google Analytics - A Practical Guide","Packt","INTERMEDIATE"
"Introduction to Creative AI","University of the Arts London","BEGINNER"
"Corporate Governance in US & UK: Principles & Compliance","EDUCBA","MIXED"
"Kinetics: Studying Spacecraft Motion","University of Colorado Boulder","ADVANCED"
"Demand Analytics","Rutgers the State University of New Jersey","BEGINNER"
"Advanced Machine Learning and Deep Learning","Packt","ADVANCED"
