Category,Institution,Course,Fees,Type,Location
Medical,"Ambedkar College, Unakoti","Not Available","Not Available","Ownership: Public/Govt Unakoti, Tripura Ambedkar College, Unakoti Ownership: Public/Govt Unakoti, Tripura B.Sc Human Physiology Hons Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Ambigara Chowdaiah College of Nursing, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambigara Chowdaiah College of Nursing, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities Brochures downloaded so far Brochures downloaded so far","Not Available"
Medical,"Ambigara Chowdaiah College of Nursing, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambigara Chowdaiah College of Nursing, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Ambigeria Government College, Paschim Medinipur","Not Available","Not Available","Ownership: Public/Govt Paschim Medinipur, West Bengal Ambigeria Government College, Paschim Medinipur Ownership: Public/Govt Paschim Medinipur, West Bengal B.Sc Physiology Major Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Ambigeria Government College, Paschim Medinipur","Not Available","Not Available","Ownership: Public/Govt Paschim Medinipur, West Bengal Ambigeria Government College, Paschim Medinipur Ownership: Public/Govt Paschim Medinipur, West Bengal B.Sc Physiology Major Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Ambika College of Nursing, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambika College of Nursing, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities Brochures downloaded so far Brochures downloaded so far","Not Available"
Medical,"Ambika College of Nursing, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambika College of Nursing, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Ambika College of Nursing, Mohali","Not Available","Not Available","Ownership: Private Mohali, Punjab Ambika College of Nursing, Mohali Ownership: Private Mohali, Punjab GNM Diploma (2 Courses) B.Sc. (2 Courses) Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Ambika College of Nursing, Mohali","Not Available","Not Available","Ownership: Private Mohali, Punjab Ambika College of Nursing, Mohali Ownership: Private Mohali, Punjab GNM Diploma (2 Courses) B.Sc. (2 Courses) Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Ambika School and College of Nursing, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambika School and College of Nursing, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA Brochures downloaded so far Brochures downloaded so far","Not Available"
Medical,"Ambika School and College of Nursing, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Ambika School and College of Nursing, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AMC Dental College, Ahmedabad","Not Available","Not Available","Ownership: Public/Govt Ahmedabad, Gujarat AMC Dental College, Ahmedabad Ownership: Public/Govt Ahmedabad, Gujarat BDS M.D.S. (5 Courses) Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AMC Dental College, Ahmedabad","Not Available","Not Available","Ownership: Public/Govt Ahmedabad, Gujarat AMC Dental College, Ahmedabad Ownership: Public/Govt Ahmedabad, Gujarat BDS M.D.S. (5 Courses) Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AMC MET Nursing College, Ahmedabad","Not Available","Not Available","Ownership: Private Ahmedabad, Gujarat AMC MET Nursing College, Ahmedabad Ownership: Private Ahmedabad, Gujarat GNM Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AMC MET Nursing College, Ahmedabad","Not Available","Not Available","Ownership: Private Ahmedabad, Gujarat AMC MET Nursing College, Ahmedabad Ownership: Private Ahmedabad, Gujarat GNM Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"American International Institute of Medical Sciences, Bedwas","Not Available","Not Available","Ownership: Private Udaipur, Rajasthan Rating: 3.8/55 Reviews American International Institute of Medical Sciences, Bedwas Ownership: Private Udaipur, Rajasthan Rating: 3.8/55 Reviews MBBS Exams: NEET Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"American International Institute of Medical Sciences, Bedwas","Not Available","Not Available","Ownership: Private Udaipur, Rajasthan Rating: 3.8/55 Reviews American International Institute of Medical Sciences, Bedwas Ownership: Private Udaipur, Rajasthan Rating: 3.8/55 Reviews MBBS Exams: NEET Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"American NRI College of Nursing, Visakhapatnam","Not Available","Not Available","Ownership: Private Visakhapatnam, Andhra Pradesh American NRI College of Nursing, Visakhapatnam Ownership: Private Visakhapatnam, Andhra Pradesh B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"American NRI College of Nursing, Visakhapatnam","Not Available","Not Available","Ownership: Private Visakhapatnam, Andhra Pradesh American NRI College of Nursing, Visakhapatnam Ownership: Private Visakhapatnam, Andhra Pradesh B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AMEs Dental College and Hospital, Raichur","Not Available","Not Available","Ownership: Private Raichur, Karnataka AMEs Dental College and Hospital, Raichur Ownership: Private Raichur, Karnataka BDS Exams: NEET M.D.S. (6 Courses) Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AMEs Dental College and Hospital, Raichur","Not Available","Not Available","Ownership: Private Raichur, Karnataka AMEs Dental College and Hospital, Raichur Ownership: Private Raichur, Karnataka BDS Exams: NEET M.D.S. (6 Courses) Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Amity Institute of Behavioral and Allied Sciences, Gwalior","Not Available","Ownership: Private Gwalior, Madhya Pradesh Amity Institute of Behavioral and Allied Sciences, Gwalior Ownership: Private Gwalior, Madhya Pradesh Professional Diploma in Clinical Psychology Fees : ₹2.52 Lakhs Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Gwalior, Madhya Pradesh Amity Institute of Behavioral and Allied Sciences, Gwalior Ownership: Private Gwalior, Madhya Pradesh Professional Diploma in Clinical Psychology Fees : ₹2.52 Lakhs Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amity Institute of Behavioral and Allied Sciences, Gwalior","Not Available","Ownership: Private Gwalior, Madhya Pradesh Amity Institute of Behavioral and Allied Sciences, Gwalior Ownership: Private Gwalior, Madhya Pradesh Professional Diploma in Clinical Psychology Fees : ₹2.52 Lakhs Admissions Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Gwalior, Madhya Pradesh Amity Institute of Behavioral and Allied Sciences, Gwalior Ownership: Private Gwalior, Madhya Pradesh Professional Diploma in Clinical Psychology Fees : ₹2.52 Lakhs Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity Institute of Biotechnology, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews Amity Institute of Biotechnology, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews B.Sc Medical Biotechnology Hons Three Continent Fees : ₹8.82 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews Amity Institute of Biotechnology, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews B.Sc Medical Biotechnology Hons Three Continent Fees : ₹8.82 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amity Institute of Biotechnology, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews Amity Institute of Biotechnology, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews B.Sc Medical Biotechnology Hons Three Continent Fees : ₹8.82 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews Amity Institute of Biotechnology, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/514 Reviews B.Sc Medical Biotechnology Hons Three Continent Fees : ₹8.82 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity Institute of Physiotherapy, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews Amity Institute of Physiotherapy, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews BPT Fees : ₹6 Lakhs M.P.T. (5 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews Amity Institute of Physiotherapy, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews BPT Fees : ₹6 Lakhs M.P.T. (5 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amity Institute of Physiotherapy, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews Amity Institute of Physiotherapy, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews BPT Fees : ₹6 Lakhs M.P.T. (5 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews Amity Institute of Physiotherapy, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.2/52 Reviews BPT Fees : ₹6 Lakhs M.P.T. (5 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity Institute of Psychology and Allied Sciences, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Amity Institute of Psychology and Allied Sciences, Noida Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Ph.D Clinical Psychology Fees : ₹13.20 Lakhs Ph.D (2 Courses) P.G.D (1 Course) Courses Facilities QnA Brochure Enquire Compare Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Amity Institute of Psychology and Allied Sciences, Noida Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Ph.D Clinical Psychology Fees : ₹13.20 Lakhs Ph.D (2 Courses) P.G.D (1 Course) Courses Facilities QnA Brochure Enquire Compare Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amity Institute of Psychology and Allied Sciences, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Amity Institute of Psychology and Allied Sciences, Noida Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Ph.D Clinical Psychology Fees : ₹13.20 Lakhs Ph.D (2 Courses) P.G.D (1 Course) Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Amity Institute of Psychology and Allied Sciences, Noida Ownership: Private Noida, Uttar Pradesh Rating: 3.5/54 Reviews Ph.D Clinical Psychology Fees : ₹13.20 Lakhs Ph.D (2 Courses) P.G.D (1 Course) Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity University, Greater Noida Campus","Not Available","Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews Amity University, Greater Noida Campus Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews PG Diploma in Rehabilitation Psychology Fees : ₹2.20 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews Amity University, Greater Noida Campus Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews PG Diploma in Rehabilitation Psychology Fees : ₹2.20 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Greater Noida Campus","Not Available","Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews Amity University, Greater Noida Campus Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews PG Diploma in Rehabilitation Psychology Fees : ₹2.20 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare","Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews Amity University, Greater Noida Campus Ownership: Private Greater Noida, Uttar Pradesh Rating: 4.0/545 Reviews PG Diploma in Rehabilitation Psychology Fees : ₹2.20 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Amity University Gurgaon - Amity University, Gurugram","Not Available","Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews Amity University Gurgaon - Amity University, Gurugram Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews B.Sc Nursing Fees : ₹7.52 Lakhs M.H.A. (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1500+ Brochures downloaded so far 1500+ Brochures downloaded so far","Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews Amity University Gurgaon - Amity University, Gurugram Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews B.Sc Nursing Fees : ₹7.52 Lakhs M.H.A. (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1500+ Brochures downloaded so far 1500+ Brochures downloaded so far","Not Available"
Medical,"Amity University Gurgaon - Amity University, Gurugram","Not Available","Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews Amity University Gurgaon - Amity University, Gurugram Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews B.Sc Nursing Fees : ₹7.52 Lakhs M.H.A. (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews Amity University Gurgaon - Amity University, Gurugram Ownership: Private Gurgaon, Haryana Rating: 4.3/5229 Reviews B.Sc Nursing Fees : ₹7.52 Lakhs M.H.A. (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity University, Gwalior","Not Available","Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Amity University, Gwalior Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.10 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Amity University, Gwalior Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.10 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Gwalior","Not Available","Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Amity University, Gwalior Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.10 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Amity University, Gwalior Ownership: Private Gwalior, Madhya Pradesh Rating: 4.3/5151 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.10 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity University, Jaipur","Not Available","Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Amity University, Jaipur Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Bachelor of Physiotherapy Fees : ₹5.04 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Amity University, Jaipur Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Bachelor of Physiotherapy Fees : ₹5.04 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Jaipur","Not Available","Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Amity University, Jaipur Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Bachelor of Physiotherapy Fees : ₹5.04 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Amity University, Jaipur Ownership: Private Jaipur, Rajasthan Rating: 4.1/5299 Reviews Bachelor of Physiotherapy Fees : ₹5.04 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity University, Lucknow Campus","Not Available","Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Amity University, Lucknow Campus Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Amity University, Lucknow Campus Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Lucknow Campus","Not Available","Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Amity University, Lucknow Campus Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Amity University, Lucknow Campus Ownership: Private Lucknow, Uttar Pradesh Rating: 4.2/5229 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amity University, Mohali","Not Available","Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Amity University, Mohali Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Bachelor of Optometry Fees : ₹4.52 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Amity University, Mohali Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Bachelor of Optometry Fees : ₹4.52 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Mohali","Not Available","Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Amity University, Mohali Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Bachelor of Optometry Fees : ₹4.52 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare","Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Amity University, Mohali Ownership: Private Mohali, Punjab Rating: 3.0/510 Reviews Bachelor of Optometry Fees : ₹4.52 Lakhs Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Amity University, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Amity University, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs M.P.T. (5 Courses) Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 5000+ Brochures downloaded so far 5000+ Brochures downloaded so far","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Amity University, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs M.P.T. (5 Courses) Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 5000+ Brochures downloaded so far 5000+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Noida","Not Available","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Amity University, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs M.P.T. (5 Courses) Admissions Placements Courses Facilities QnA Brochure Apply Compare","Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Amity University, Noida Ownership: Private Noida, Uttar Pradesh Rating: 4.1/5417 Reviews Ph.D Pharmaceutical Sciences Fees : ₹2.52 Lakhs M.P.T. (5 Courses) Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Medical,"Amity University, Patna","Not Available","Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews Amity University, Patna Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews B.Sc Clinical Psychology Fees : ₹3.30 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews Amity University, Patna Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews B.Sc Clinical Psychology Fees : ₹3.30 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Not Available"
Medical,"Amity University, Patna","Not Available","Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews Amity University, Patna Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews B.Sc Clinical Psychology Fees : ₹3.30 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews Amity University, Patna Ownership: Private Patna, Bihar Rating: 4.2/56 Reviews B.Sc Clinical Psychology Fees : ₹3.30 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Amiya Bharali Nursing Institute, Khetri","Not Available","Ownership: Private Khetri, Assam Amiya Bharali Nursing Institute, Khetri Ownership: Private Khetri, Assam B.Sc Nursing Fees : ₹6 Lakhs Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Khetri, Assam Amiya Bharali Nursing Institute, Khetri Ownership: Private Khetri, Assam B.Sc Nursing Fees : ₹6 Lakhs Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amiya Bharali Nursing Institute, Khetri","Not Available","Ownership: Private Khetri, Assam Amiya Bharali Nursing Institute, Khetri Ownership: Private Khetri, Assam B.Sc Nursing Fees : ₹6 Lakhs Admissions Courses Facilities Brochure Enquire Compare","Ownership: Private Khetri, Assam Amiya Bharali Nursing Institute, Khetri Ownership: Private Khetri, Assam B.Sc Nursing Fees : ₹6 Lakhs Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Amogha Institute of Professional and Technical Education, Ghaziabad","Not Available","Not Available","Ownership: Private Ghaziabad, Uttar Pradesh Amogha Institute of Professional and Technical Education, Ghaziabad Ownership: Private Ghaziabad, Uttar Pradesh B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amogha Institute of Professional and Technical Education, Ghaziabad","Not Available","Not Available","Ownership: Private Ghaziabad, Uttar Pradesh Amogha Institute of Professional and Technical Education, Ghaziabad Ownership: Private Ghaziabad, Uttar Pradesh B.Sc Nursing Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Amrapali Ayurvedic Medical College and Hospital, Unnao","Not Available","Not Available","Ownership: Private Unnao, Uttar Pradesh Amrapali Ayurvedic Medical College and Hospital, Unnao Ownership: Private Unnao, Uttar Pradesh BAMS Exams: NEET Courses Brochure Enquire Compare Courses 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amrapali Ayurvedic Medical College and Hospital, Unnao","Not Available","Not Available","Ownership: Private Unnao, Uttar Pradesh Amrapali Ayurvedic Medical College and Hospital, Unnao Ownership: Private Unnao, Uttar Pradesh BAMS Exams: NEET Courses Brochure Enquire Compare","Not Available"
Medical,"Amrita College of Nursing, Faridabad","Not Available","Ownership: Private Faridabad, Haryana Amrita College of Nursing, Faridabad Ownership: Private Faridabad, Haryana B.Sc Nursing Fees : ₹10.25 Lakhs Courses Facilities Brochure Enquire Compare Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Faridabad, Haryana Amrita College of Nursing, Faridabad Ownership: Private Faridabad, Haryana B.Sc Nursing Fees : ₹10.25 Lakhs Courses Facilities Brochure Enquire Compare Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amrita College of Nursing, Faridabad","Not Available","Ownership: Private Faridabad, Haryana Amrita College of Nursing, Faridabad Ownership: Private Faridabad, Haryana B.Sc Nursing Fees : ₹10.25 Lakhs Courses Facilities Brochure Enquire Compare","Ownership: Private Faridabad, Haryana Amrita College of Nursing, Faridabad Ownership: Private Faridabad, Haryana B.Sc Nursing Fees : ₹10.25 Lakhs Courses Facilities Brochure Enquire Compare","Not Available"
